"question","references","corpus_id"
"Khi phôi văn bằng, chứng chỉ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên bị mất, phòng ban nào có trách nhiệm lập biên bản và thông báo cho các cơ quan liên quan?","[{""content"": ""Khi phôi văn bằng, chứng chỉ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên bị mất, Phòng Hành chính Quản trị có trách nhiệm lập biên bản và thông báo ngay với Hiệu trưởng, công an tỉnh Hưng Yên và báo cáo Bộ Giáo dục và Đào tạo."", ""start_index"": -1, ""end_index"": -1}]","8cf2301e-a7db-5c98-8532-11a196555e22"
"Ai có thẩm quyền cấp bằng giáo dục đại học tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Hiệu trưởng Trường Đại học Sư phạm Kỹ thuật Hưng Yên có thẩm quyền cấp bằng giáo dục đại học."", ""start_index"": 307, ""end_index"": 359}]","ea7c6f0e-8f11-5b90-87eb-7687906a13e9"
"Trường hợp nào người được cấp văn bằng, chứng chỉ có quyền yêu cầu chỉnh sửa nội dung ghi trên văn bằng, chứng chỉ?","[{""content"": ""Người được cấp văn bằng, chứng chỉ có quyền yêu cầu chỉnh sửa nội dung ghi trên văn bằng, chứng chỉ trong các trường hợp: được cơ quan có thẩm quyền quyết định thay đổi hoặc cải chính hộ tịch; được xác định lại dân tộc, xác định lại giới tính; được bổ sung hộ tịch, điều chỉnh hộ tịch; được đăng ký khai sinh quá hạn, đăng ký lại việc sinh."", ""start_index"": 4823, ""end_index"": 5200}]","ea7c6f0e-8f11-5b90-87eb-7687906a13e9"
"Thời hạn tối đa để Trường Đại học Sư phạm Kỹ thuật Hưng Yên cấp văn bằng đại học cho sinh viên sau khi có quyết định công nhận tốt nghiệp là bao lâu?","[{""content"": ""Nhà trường có trách nhiệm cấp văn bằng cho người học trong thời hạn 30 ngày kể từ ngày có quyết định công nhận tốt nghiệp đại học."", ""start_index"": 1389, ""end_index"": 1530}]","ea7c6f0e-8f11-5b90-87eb-7687906a13e9"
"Phòng ban nào tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên chịu trách nhiệm lập sổ gốc cấp văn bằng, chứng chỉ, chứng nhận?","[{""content"": ""Phòng Đào tạo chịu trách nhiệm lập sổ gốc cấp văn bằng, chứng chỉ, chứng nhận."", ""start_index"": 3922, ""end_index"": 3965}]","ea7c6f0e-8f11-5b90-87eb-7687906a13e9"
"Những trường hợp nào văn bằng, chứng chỉ, chứng nhận bị thu hồi, hủy bỏ theo quy chế của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Văn bằng, chứng chỉ, chứng nhận bị thu hồi, hủy bỏ trong các trường hợp sau: có hành vi gian lận trong tuyển sinh, học tập, thi cử, bảo vệ đồ án, khóa luận tốt nghiệp, luận văn, luận án hoặc gian lận trong việc làm hồ sơ để được cấp văn bằng, chứng chỉ, chứng nhận; cấp cho người không đủ điều kiện; do người không có thẩm quyền cấp; bị tẩy xóa, sửa chữa; để cho người khác sử dụng; do lỗi của các cá nhân, đơn vị trong Trường."", ""start_index"": 8369, ""end_index"": 8848}]","ea7c6f0e-8f11-5b90-87eb-7687906a13e9"
"Ai có thẩm quyền và trách nhiệm cấp bản sao văn bằng từ sổ gốc tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Hiệu trưởng Trường Đại học Sư phạm Kỹ thuật Hưng Yên có thẩm quyền và trách nhiệm cấp bản sao văn bằng từ sổ gốc."", ""start_index"": -1, ""end_index"": -1}]","abe0f582-6779-58a1-91ed-2368b74aa47e"
"Theo quy chế của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, người yêu cầu cấp bản sao văn bằng từ sổ gốc gửi yêu cầu qua bưu điện thì cần phải gửi kèm những giấy tờ gì trong hồ sơ?","[{""content"": ""Người yêu cầu cấp bản sao văn bằng từ sổ gốc gửi yêu cầu qua bưu điện phải gửi bản sao có chứng thực giấy tờ quy định tại điểm a, b, c khoản 1 Điều 31 của Quy chế, kèm theo 01 (một) phong bì dán tem ghi rõ họ tên, địa chỉ người nhận cho cơ quan có thẩm quyền cấp bản sao văn bằng từ sổ gốc."", ""start_index"": 2311, ""end_index"": 2585}]","abe0f582-6779-58a1-91ed-2368b74aa47e"
"Phòng Đào tạo của Trường Đại học Sư phạm Kỹ thuật Hưng Yên có trách nhiệm gì nếu không còn lưu trữ được sổ gốc hoặc trong sổ gốc không có thông tin về nội dung yêu cầu cấp bản sao văn bằng?","[{""content"": ""Trường hợp không còn lưu trữ được sổ gốc hoặc trong sổ gốc không có thông tin về nội dung yêu cầu cấp bản sao hoặc không cấp bản sao cho người yêu cầu thì phòng Đào tạo có trách nhiệm trả lời bằng văn bản cho người yêu cầu và nêu rõ lý do theo thời hạn quy định tại điểm b khoản 2 Điều 31 theo quy định của pháp luật."", ""start_index"": 5472, ""end_index"": 5758}]","abe0f582-6779-58a1-91ed-2368b74aa47e"
"Văn bản ""Hướng dẫn thực hiện quy chế đánh giá kết quả rèn luyện của học sinh, sinh viên"" ban hành ngày 30 tháng 5 năm 2013 được thay thế bởi văn bản nào và áp dụng từ khi nào?","[{""content"": ""Văn bản \""Hướng dẫn thực hiện quy chế đánh giá kết quả rèn luyện của học sinh, sinh viên\"" ban hành ngày 30 tháng 5 năm 2013 được thay thế bằng văn bản \""Hướng dẫn thực hiện quy chế đánh giá kết quả rèn luyện của sinh viên đại học hệ chính quy\"" và áp dụng từ học kỳ I năm học 2015-2016."", ""start_index"": 1006, ""end_index"": 1647}]","1711eb78-56da-5324-b340-4f59fe412316"
"Điểm rèn luyện của sinh viên được đánh giá theo thang điểm nào?","[{""content"": ""Điểm rèn luyện của sinh viên được đánh giá bằng thang điểm 100."", ""start_index"": 2187, ""end_index"": 2223}]","1711eb78-56da-5324-b340-4f59fe412316"
"Theo hướng dẫn này, sinh viên bỏ một buổi sinh hoạt ""Tuần Công dân – Sinh viên"" không có lý do sẽ bị trừ bao nhiêu điểm rèn luyện?","[{""content"": ""Sinh viên bỏ một buổi sinh hoạt \""Tuần Công dân – Sinh viên\"" không có lý do sẽ bị trừ 5 điểm rèn luyện."", ""start_index"": -1, ""end_index"": -1}]","1711eb78-56da-5324-b340-4f59fe412316"
"Sinh viên vi phạm quy chế thi, kiểm tra sẽ bị xử lý như thế nào trong việc đánh giá kết quả rèn luyện?","[{""content"": ""Nếu sinh viên vi phạm quy chế thi, kiểm tra sẽ bị trừ hết điểm ở tiêu chí \""Ý thức thực hiện quy chế thi, kiểm tra\""."", ""start_index"": -1, ""end_index"": -1}]","1711eb78-56da-5324-b340-4f59fe412316"
"Mức điểm tối đa sinh viên có thể đạt được nếu Điểm trung bình chung học tập (TBCHT) từ 9 điểm trở lên là bao nhiêu?","[{""content"": ""Nếu Điểm TBCHT từ 9 điểm trở lên, sinh viên có thể đạt tối đa 6 điểm trong mục đánh giá kết quả học tập."", ""start_index"": -1, ""end_index"": -1}]","1711eb78-56da-5324-b340-4f59fe412316"
"Sinh viên bị kỷ luật ở mức khiển trách thì kết quả rèn luyện cao nhất có thể đạt được là loại gì?","[{""content"": ""Sinh viên bị kỷ luật từ mức khiển trách, khi đánh giá kết quả rèn luyện không được vượt quá loại khá."", ""start_index"": 1572, ""end_index"": 1672}]","2236bb77-a777-5d9a-ad90-3043a09ec6c8"
"Hội đồng đánh giá kết quả rèn luyện cấp trường do ai ký quyết định thành lập?","[{""content"": ""Hội đồng đánh giá kết quả rèn luyện cấp trường do Hiệu trưởng ký Quyết định thành lập."", ""start_index"": 4831, ""end_index"": 4916}]","2236bb77-a777-5d9a-ad90-3043a09ec6c8"
"Kết quả đánh giá rèn luyện toàn khóa học của sinh viên được sử dụng để làm gì?","[{""content"": ""Kết quả đánh giá rèn luyện toàn khóa học của sinh viên được lưu trong hồ sơ quản lý sinh viên của trường, làm căn cứ để xét tốt nghiệp, làm luận văn hoặc khóa luận tốt nghiệp."", ""start_index"": 7260, ""end_index"": 7435}]","2236bb77-a777-5d9a-ad90-3043a09ec6c8"
"Điểm rèn luyện của năm học được tính như thế nào?","[{""content"": ""Điểm rèn luyện của năm học là trung bình cộng của điểm rèn luyện các học kỳ của năm học đó."", ""start_index"": 6719, ""end_index"": 6810}]","2236bb77-a777-5d9a-ad90-3043a09ec6c8"
"Sinh viên có quyền khiếu nại về kết quả đánh giá rèn luyện trong thời gian bao lâu kể từ ngày ký quyết định công nhận?","[{""content"": ""Thời gian khiếu nại trong vòng 15 ngày kể từ ngày ký quyết định công nhận."", ""start_index"": 8145, ""end_index"": 8219}]","2236bb77-a777-5d9a-ad90-3043a09ec6c8"
"Quyết định về việc ban hành quy chế quản lý, in, cấp phát văn bằng, chứng chỉ, chứng nhận của Trường Đại học Sư phạm Kỹ thuật Hưng Yên có hiệu lực từ ngày nào?","[{""content"": ""Quyết định này có hiệu lực kể từ ngày ký, tức ngày 26 tháng 9 năm 2019."", ""start_index"": 908, ""end_index"": 948}]","3db2549a-7b6d-5e57-908d-0bd3e376b1b7"
"Ai là người chịu trách nhiệm thi hành Quyết định ban hành Quy chế về quản lý, in, cấp phát văn bằng, chứng chỉ, chứng nhận của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Trưởng các đơn vị, học viên, sinh viên và cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này."", ""start_index"": 959, ""end_index"": 1063}]","3db2549a-7b6d-5e57-908d-0bd3e376b1b7"
"Quyết định số 70/2014/QĐ-TTg ngày 10 tháng 12 năm 2014 của Thủ tướng Chính phủ quy định về vấn đề gì?","[{""content"": ""Quyết định số 70/2014/QĐ-TTg ngày 10 tháng 12 năm 2014 của Thủ tướng Chính phủ quy định về nhiệm vụ, quyền hạn của Hiệu trưởng."", ""start_index"": 289, ""end_index"": 415}]","3db2549a-7b6d-5e57-908d-0bd3e376b1b7"
"Đơn vị nào chịu trách nhiệm quản lý thống nhất việc in, quản lý cấp phát văn bằng, chứng chỉ, chứng nhận tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Phòng Đào tạo Trường Đại học Sư phạm Kỹ thuật Hưng Yên chịu trách nhiệm quản lý thống nhất việc in, quản lý cấp phát văn bằng, chứng chỉ, chứng nhận."", ""start_index"": 772, ""end_index"": 1112}]","42761ceb-9436-5291-9717-1a4a1391d145"
"Văn bằng, chứng chỉ, chứng nhận được cấp lại cho người học trong trường hợp nào?","[{""content"": ""Văn bằng, chứng chỉ, chứng nhận được cấp lại cho người học khi phát hiện bị in sai do lỗi của Nhà trường."", ""start_index"": 1171, ""end_index"": 1331}]","42761ceb-9436-5291-9717-1a4a1391d145"
"Người được cấp văn bằng, chứng chỉ, chứng nhận có nghĩa vụ gì khi phát hiện sai sót thông tin trên văn bằng?","[{""content"": ""Người được cấp văn bằng, chứng chỉ, chứng nhận có nghĩa vụ kiểm tra tính chính xác các thông tin ghi trên văn bằng, chứng chỉ, chứng nhận trước khi ký nhận và nếu phát hiện sai sót phải phản hồi ngay với người cấp phát văn bằng, chứng chỉ, chứng nhận."", ""start_index"": -1, ""end_index"": -1}]","42761ceb-9436-5291-9717-1a4a1391d145"
"Khoa chuyên môn có trách nhiệm gì trong việc cấp phát văn bằng, chứng chỉ, chứng nhận?","[{""content"": ""Khoa chuyên môn có trách nhiệm cung cấp các thông tin dự kiến ghi trên văn bằng, chứng chỉ, chứng nhận cho người học để người học kiểm tra tính chính xác và gửi hồ sơ đề nghị công nhận tốt nghiệp đến Phòng Đào tạo."", ""start_index"": 7389, ""end_index"": 7891}]","42761ceb-9436-5291-9717-1a4a1391d145"
"Hội đồng văn bằng, chứng chỉ, chứng nhận có nhiệm vụ gì?","[{""content"": ""Hội đồng văn bằng, chứng chỉ, chứng nhận có nhiệm vụ tư vấn giúp Hiệu trưởng Trường Đại học Sư phạm Kỹ thuật Hưng Yên các công việc liên quan đến công tác quản lý văn bằng, chứng chỉ, chứng nhận."", ""start_index"": 8464, ""end_index"": 8618}]","42761ceb-9436-5291-9717-1a4a1391d145"
"Nội dung chung của văn bằng, chứng chỉ, chứng nhận do Trường Đại học Sư phạm Kỹ thuật Hưng Yên cấp bao gồm những gì?","[{""content"": ""Nội dung chung của văn bằng, chứng chỉ, chứng nhận gồm: Tiêu đề \""CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM\""; Tên văn bằng, chứng chỉ, chứng nhận; Tên của cơ quan cấp; Họ tên, ngày tháng năm sinh của người được cấp; Số hiệu và số vào sổ gốc; Địa danh (Hưng Yên); Tên, chức danh, chữ ký của người có thẩm quyền cấp và đóng dấu; Ngày tháng năm cấp."", ""start_index"": 474, ""end_index"": 910}]","2305d4e0-b526-5405-99e3-9fe7b52127ae"
"Ngoài các nội dung chung, bằng tốt nghiệp đại học (kỹ sư, cử nhân) do Trường Đại học Sư phạm Kỹ thuật Hưng Yên cấp còn có những nội dung nào khác?","[{""content"": ""Ngoài các nội dung chung, bằng tốt nghiệp đại học (kỹ sư, cử nhân) còn có những nội dung như: ngành đào tạo, năm tốt nghiệp, xếp loại tốt nghiệp, hình thức đào tạo."", ""start_index"": 1207, ""end_index"": 1317}]","2305d4e0-b526-5405-99e3-9fe7b52127ae"
"Ngôn ngữ nào được sử dụng để ghi trong văn bằng do Trường Đại học Sư phạm Kỹ thuật Hưng Yên cấp?","[{""content"": ""Ngôn ngữ ghi trong văn bằng là tiếng Việt và tiếng Anh."", ""start_index"": 1546, ""end_index"": 1601}]","2305d4e0-b526-5405-99e3-9fe7b52127ae"
"Phòng ban nào của Trường Đại học Sư phạm Kỹ thuật Hưng Yên chịu trách nhiệm in phôi văn bằng, chứng chỉ, chứng nhận?","[{""content"": ""Phòng Đào tạo của Trường Đại học Sư phạm Kỹ thuật Hưng Yên chịu trách nhiệm in phôi văn bằng, chứng chỉ, chứng nhận."", ""start_index"": -1, ""end_index"": -1}]","2305d4e0-b526-5405-99e3-9fe7b52127ae"
"Theo quy chế quản lý, in, cấp phát văn bằng, chứng chỉ, chứng nhận của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, phòng ban nào có trách nhiệm quản lý phôi văn bằng, chứng chỉ, chứng nhận?","[{""content"": ""Phòng Hành chính Quản trị của Trường Đại học Sư phạm Kỹ thuật Hưng Yên có trách nhiệm quản lý phôi văn bằng, chứng chỉ, chứng nhận."", ""start_index"": -1, ""end_index"": -1}]","2305d4e0-b526-5405-99e3-9fe7b52127ae"
"Ai có thẩm quyền cấp bằng tốt nghiệp đại học tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Hiệu trưởng Trường Đại học Sư phạm Kỹ thuật Hưng Yên có thẩm quyền cấp bằng tốt nghiệp đại học."", ""start_index"": 246, ""end_index"": 298}]","747f13d9-de96-5e87-8526-3714cc25773a"
"Sau khi có quyết định công nhận tốt nghiệp đại học, Trường Đại học Sư phạm Kỹ thuật Hưng Yên có trách nhiệm cấp văn bằng cho người học trong thời hạn bao lâu?","[{""content"": ""Trường Đại học Sư phạm Kỹ thuật Hưng Yên có trách nhiệm cấp văn bằng cho người học trong thời hạn 30 ngày kể từ ngày có quyết định công nhận tốt nghiệp đại học."", ""start_index"": -1, ""end_index"": -1}]","747f13d9-de96-5e87-8526-3714cc25773a"
"Phòng ban nào tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên chịu trách nhiệm cấp phát văn bằng?","[{""content"": ""Phòng Đào tạo của Trường Đại học Sư phạm Kỹ thuật Hưng Yên chịu trách nhiệm cấp phát văn bằng."", ""start_index"": 257, ""end_index"": 298}]","747f13d9-de96-5e87-8526-3714cc25773a"
"Trường hợp nào người được cấp văn bằng, chứng chỉ, chứng nhận có quyền yêu cầu chỉnh sửa nội dung ghi trên đó?","[{""content"": ""Người được cấp văn bằng, chứng chỉ, chứng nhận có quyền yêu cầu chỉnh sửa nội dung ghi trên đó trong trường hợp sau khi được cấp, người học được cơ quan có thẩm quyền quyết định hoặc xác nhận việc thay đổi hoặc cải chính hộ tịch, xác định lại dân tộc, xác định lại giới tính, bổ sung hộ tịch, điều chỉnh hộ tịch, đăng ký khai sinh quá hạn, đăng ký lại việc sinh theo quy định của pháp luật."", ""start_index"": 3678, ""end_index"": 4129}]","747f13d9-de96-5e87-8526-3714cc25773a"
"Những trường hợp nào văn bằng, chứng chỉ, chứng nhận bị thu hồi, hủy bỏ theo quy chế của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Văn bằng, chứng chỉ, chứng nhận bị thu hồi, hủy bỏ trong các trường hợp sau: có hành vi gian lận trong tuyển sinh, học tập, thi cử,...; cấp cho người không đủ điều kiện; do người không có thẩm quyền cấp; văn bằng, chứng chỉ, chứng nhận bị tẩy xóa, sửa chữa; để cho người khác sử dụng."", ""start_index"": 7262, ""end_index"": 7667}]","747f13d9-de96-5e87-8526-3714cc25773a"
"Trường Đại học Sư phạm Kỹ thuật Hưng Yên có cấp bản sao Bằng tốt nghiệp Trung học phổ thông từ sổ gốc không?","[{""content"": ""Không, theo Điều 29, nhà trường chỉ cấp bản sao Bằng tốt nghiệp Đại học, Cao đẳng từ sổ gốc."", ""start_index"": 400, ""end_index"": 446}]","85daeaf1-65b1-58ca-ba9d-e9dd8df064bf"
"Bản sao văn bằng được cấp từ sổ gốc có thể sử dụng thay cho bản chính trong những trường hợp nào?","[{""content"": ""Theo Điều 30, bản sao văn bằng được cấp từ sổ gốc có giá trị sử dụng thay cho bản chính trong các giao dịch, trừ trường hợp pháp luật có quy định khác."", ""start_index"": 603, ""end_index"": 739}]","85daeaf1-65b1-58ca-ba9d-e9dd8df064bf"
"Ai là người có thẩm quyền và trách nhiệm cấp bản sao văn bằng từ sổ gốc tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Theo Điều 31, Nhà trường có thẩm quyền và trách nhiệm cấp bản sao văn bằng từ sổ gốc."", ""start_index"": 1098, ""end_index"": 1171}]","85daeaf1-65b1-58ca-ba9d-e9dd8df064bf"
"Theo Điều 33, người yêu cầu cấp bản sao văn bằng từ sổ gốc gửi yêu cầu qua bưu điện cần phải gửi kèm những giấy tờ gì?","[{""content"": ""Theo Điều 33, người yêu cầu cấp bản sao văn bằng từ sổ gốc gửi yêu cầu qua bưu điện phải gửi kèm theo bản sao có chứng thực giấy tờ tùy thân (Giấy chứng minh nhân dân/Thẻ căn cước công dân hoặc hộ chiếu còn giá trị sử dụng) và 01 (một) phong bì dán tem ghi rõ họ tên, địa chỉ người nhận đến Nhà trường."", ""start_index"": 1778, ""end_index"": 2590}]","85daeaf1-65b1-58ca-ba9d-e9dd8df064bf"
"Theo Điều 33, thời hạn cấp bản sao văn bằng từ sổ gốc là bao lâu nếu người yêu cầu đến trực tiếp trường sau 15h00?","[{""content"": ""Theo Điều 33, thời hạn cấp bản sao văn bằng từ sổ gốc là trong ngày làm việc tiếp theo, nếu tiếp nhận yêu cầu sau 15h00."", ""start_index"": 3071, ""end_index"": 3240}]","85daeaf1-65b1-58ca-ba9d-e9dd8df064bf"
"Quyết định số 2238/QĐ-ĐHSPKTHY bổ sung nội dung gì vào Quy định về việc tổ chức học lại, thi lại của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Quyết định số 2238/QĐ-ĐHSPKTHY bổ sung khoản 2, điều 3, chương 2 của Quy định về việc tổ chức học lại, thi lại, cho phép không giới hạn số lượng sinh viên (trên 6 sinh viên) trong một lớp học lại hoặc học cải thiện đối với các học phần đồ án môn học, thực tập kỹ thuật và thực tập tốt nghiệp."", ""start_index"": 1022, ""end_index"": 1238}]","2edd53cb-ae90-57fd-931a-65c99da38c20"
"Quyết định số 2238/QĐ-ĐHSPKTHY có hiệu lực vào thời gian nào?","[{""content"": ""Quyết định số 2238/QĐ-ĐHSPKTHY có hiệu lực từ ngày ký, tức ngày 01 tháng 9 năm 2021."", ""start_index"": -1, ""end_index"": -1}]","2edd53cb-ae90-57fd-931a-65c99da38c20"
"Những đối tượng nào chịu trách nhiệm thi hành Quyết định số 2238/QĐ-ĐHSPKTHY của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Các ông (bà) Trưởng các phòng Đào tạo, Tài chính – Kế toán, Thanh tra pháp chế, Công tác sinh viên, Phòng Đảm bảo Chất lượng & Khảo thí; Trưởng (phụ trách) các khoa, bộ môn và học viên, sinh viên chịu trách nhiệm thi hành Quyết định số 2238/QĐ-ĐHSPKTHY."", ""start_index"": 1449, ""end_index"": 1682}]","2edd53cb-ae90-57fd-931a-65c99da38c20"
"Quyết định về việc ban hành chương trình đào tạo trình độ thạc sĩ này có hiệu lực từ ngày nào?","[{""content"": ""Quyết định này có hiệu lực kể từ ngày 29 tháng 06 năm 2022."", ""start_index"": 1434, ""end_index"": 1472}]","44cf1ddd-a166-55c8-a82b-0a0fcec4ca0e"
"Các khoa có trách nhiệm gì sau khi chương trình đào tạo trình độ thạc sĩ được ban hành theo Quyết định số 1001/QĐ-ĐHSPKTHY?","[{""content"": ""Các khoa có nhiệm vụ hoàn thiện và ban hành toàn bộ đề cương chi tiết của các học phần trong chương trình, tổ chức triển khai thực hiện để đạt được mục tiêu đào tạo."", ""start_index"": 1550, ""end_index"": 1710}]","44cf1ddd-a166-55c8-a82b-0a0fcec4ca0e"
"Quyết định số 1001/QĐ-ĐHSPKTHY ban hành bao nhiêu chương trình đào tạo trình độ thạc sĩ theo định hướng nghiên cứu?","[{""content"": ""Quyết định số 1001/QĐ-ĐHSPKTHY ban hành 08 chương trình đào tạo trình độ thạc sĩ theo định hướng nghiên cứu."", ""start_index"": 1295, ""end_index"": 1358}]","44cf1ddd-a166-55c8-a82b-0a0fcec4ca0e"
"Đối tượng nào chịu sự điều chỉnh của Quy tắc ứng xử của sinh viên trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Sinh viên đang học tập tại trường Đại học Sư phạm Kỹ thuật Hưng Yên."", ""start_index"": 881, ""end_index"": 948}]","f440fae5-2b4a-523e-96a3-0114626ad22c"
